season,team,winrate
2023,CIN,0.5263157894736842
2023,SEA,0.4931506849315068
2023,MIL,0.52
2023,LAD,0.5466666666666666
2023,PHI,0.52
2023,TEX,0.6081081081081081
2023,MIN,0.4868421052631579
2023,STL,0.41333333333333333
2023,OAK,0.2631578947368421
2023,FLA,0.5657894736842105
2023,ANA,0.5454545454545454
2023,KCR,0.28
2023,BAL,0.6216216216216216
2023,CLE,0.47297297297297297
2023,ARI,0.5921052631578947
2023,HOU,0.5394736842105263
2023,PIT,0.47297297297297297
2023,NYM,0.4594594594594595
2023,WSN,0.3835616438356164
2023,NYY,0.5466666666666666
2023,TOR,0.5324675324675324
2023,COL,0.38461538461538464
2023,CHW,0.42857142857142855
2023,SFG,0.56
2023,DET,0.43243243243243246
2023,TBD,0.6666666666666666
2023,BOS,0.5333333333333333
2023,ATL,0.64
2023,CHC,0.48
2023,SDP,0.48
2022,CIN,0.38414634146341464
2022,SEA,0.5548780487804879
2022,LAD,0.6829268292682927
2022,MIL,0.5304878048780488
2022,PHI,0.5365853658536586
2022,TEX,0.42073170731707316
2022,MIN,0.4817073170731707
2022,STL,0.573170731707317
2022,OAK,0.3719512195121951
2022,ANA,0.45121951219512196
2022,FLA,0.4268292682926829
2022,KCR,0.4024390243902439
2022,BAL,0.5121951219512195
2022,CLE,0.5670731707317073
2022,ARI,0.4573170731707317
2022,HOU,0.6524390243902439
2022,PIT,0.38414634146341464
2022,NYM,0.6219512195121951
2022,WSN,0.34146341463414637
2022,NYY,0.6097560975609756
2022,TOR,0.5670731707317073
2022,COL,0.42073170731707316
2022,CHW,0.5
2022,SFG,0.5
2022,DET,0.40853658536585363
2022,TBD,0.5304878048780488
2022,BOS,0.4817073170731707
2022,ATL,0.6219512195121951
2022,CHC,0.4573170731707317
2022,SDP,0.5487804878048781
2021,CIN,0.5121951219512195
2021,SEA,0.5548780487804879
2021,LAD,0.6524390243902439
2021,MIL,0.5853658536585366
2021,PHI,0.5060975609756098
2021,TEX,0.3719512195121951
2021,MIN,0.45121951219512196
2021,STL,0.5548780487804879
2021,OAK,0.5304878048780488
2021,FLA,0.4146341463414634
2021,ANA,0.47560975609756095
2021,KCR,0.4573170731707317
2021,BAL,0.3231707317073171
2021,CLE,0.49390243902439024
2021,ARI,0.3231707317073171
2021,HOU,0.5853658536585366
2021,PIT,0.3780487804878049
2021,NYM,0.47560975609756095
2021,WSN,0.4024390243902439
2021,NYY,0.5670731707317073
2021,TOR,0.5609756097560976
2021,COL,0.4601226993865031
2021,CHW,0.573170731707317
2021,SFG,0.6585365853658537
2021,TBD,0.6158536585365854
2021,DET,0.47560975609756095
2021,BOS,0.5670731707317073
2021,ATL,0.5460122699386503
2021,CHC,0.43902439024390244
2021,SDP,0.4878048780487805
2020,CIN,0.5161290322580645
2020,SEA,0.45161290322580644
2020,LAD,0.7096774193548387
2020,MIL,0.4838709677419355
2020,PHI,0.46774193548387094
2020,TEX,0.3709677419354839
2020,MIN,0.5967741935483871
2020,STL,0.5166666666666667
2020,OAK,0.5967741935483871
2020,ANA,0.43548387096774194
2020,FLA,0.5161290322580645
2020,KCR,0.43548387096774194
2020,BAL,0.41935483870967744
2020,CLE,0.5806451612903226
2020,ARI,0.41935483870967744
2020,HOU,0.4838709677419355
2020,PIT,0.3225806451612903
2020,NYM,0.43548387096774194
2020,WSN,0.43548387096774194
2020,NYY,0.5483870967741935
2020,TOR,0.532258064516129
2020,COL,0.43548387096774194
2020,CHW,0.5806451612903226
2020,SFG,0.4838709677419355
2020,TBD,0.6612903225806451
2020,DET,0.4
2020,BOS,0.4032258064516129
2020,ATL,0.5806451612903226
2020,CHC,0.5645161290322581
2020,SDP,0.6129032258064516
2019,CIN,0.4634146341463415
2019,SEA,0.42073170731707316
2019,LAD,0.6524390243902439
2019,MIL,0.5487804878048781
2019,PHI,0.5
2019,TEX,0.4817073170731707
2019,MIN,0.6219512195121951
2019,STL,0.5609756097560976
2019,OAK,0.5975609756097561
2019,ANA,0.4451219512195122
2019,FLA,0.35365853658536583
2019,KCR,0.36585365853658536
2019,BAL,0.3353658536585366
2019,CLE,0.573170731707317
2019,ARI,0.524390243902439
2019,HOU,0.6585365853658537
2019,PIT,0.4268292682926829
2019,NYM,0.5304878048780488
2019,WSN,0.573170731707317
2019,NYY,0.6341463414634146
2019,TOR,0.4146341463414634
2019,COL,0.43902439024390244
2019,CHW,0.44785276073619634
2019,SFG,0.47560975609756095
2019,TBD,0.5914634146341463
2019,DET,0.294478527607362
2019,BOS,0.5182926829268293
2019,ATL,0.5975609756097561
2019,CHC,0.5182926829268293
2019,SDP,0.4329268292682927
2018,CIN,0.4146341463414634
2018,SEA,0.5487804878048781
2018,LAD,0.5636363636363636
2018,MIL,0.5878787878787879
2018,PHI,0.49390243902439024
2018,TEX,0.4146341463414634
2018,MIN,0.4817073170731707
2018,STL,0.5426829268292683
2018,OAK,0.5975609756097561
2018,ANA,0.49390243902439024
2018,FLA,0.39263803680981596
